codeType;txtName;codeLgt;txtDescrMarking;geoLat;geoLong;valElev;valGeoAccuracy;valHgt;codeHgtAccuracy;uomDistVer;valRadius;valRadiusAccuracy;uomRadius;codeGroupId;txtGroupName;locGroupMemberId;locLinkedToGroupMemberId;codeLinkType;datetimeValidWef;datetimeValidTil;txtRmk;source;defaultHeightFlag;codeMarking
TOWER; Glantschach Mast ;N;;46.7483333333333;14.2775;657;0;42;0;M;0;0;M;677;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Glödnitz / Obereder Sendemast / Radio mast ;N;;46.8802777777778;14.105;1027;0;45;0;M;0;0;M;678;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Hüttenberg/Heft Sendemast / Radio mast ;N;;46.9488888888889;14.5777777777778;1195;0;45;0;M;0;0;M;679;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; K 271 Metnitz/Oberhof Sendemast / Radio mast ;N;;46.9525;14.1311111111111;1053;0;30;0;M;0;0;M;680;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; K 283 Liebenfels/Verlegung Sendemast / Radio mast ;N;;46.7213888888889;14.2894444444444;668;0;30;0;M;0;0;M;681;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; K 391 Pisweg Sendemast / Radio mast ;N;;46.8491666666667;14.2822222222222;1031;0;41;0;M;0;0;M;682;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; KASV 204 Grobser Sendemast / Radio mast ;N;;46.9558333333333;14.5266666666667;1100;0;35;0;M;0;0;M;683;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; KASV 204 Grobser Sendemast / Radio mast ;N;;46.9388888888889;14.5530555555556;947;0;32;0;M;0;0;M;684;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; KASV 211 Deutsch Griffen Sendemast / Radio mast ;N;;46.8591666666667;14.0655555555556;1002;0;42;0;M;0;0;M;685;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Knappenberg/Plankogel Sendemast / Radio mast ;N;;46.9305555555556;14.5627777777778;1114;0;35;0;M;0;0;M;686;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Lorenziberg Sendemast / Radio mast ;N;;46.7741666666667;14.3175;1030;0;36;0;M;0;0;M;687;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Meiselding Sendemast / Radio mast ;N;;46.8313888888889;14.3911111111111;755;0;34;0;M;0;0;M;688;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Metnitz Mast ;N;;46.9836111111111;14.2141666666667;1032;0;35;0;M;0;0;M;689;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Metnitzursprung Sendemast / Radio mast ;N;;46.9380555555556;14.0536111111111;1420;0;41;0;M;0;0;M;690;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Pflausach Sendemast / Radio mast ;N;;46.7566666666667;14.2552777777778;950;0;36;0;M;0;0;M;691;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; St. Salvator Sendemast / Radio mast ;N;;46.9788888888889;14.2802777777778;973;0;36;0;M;0;0;M;692;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; St. Urban/Gail Sendemast / Radio mast ;N;;46.7605555555556;14.1708333333333;1239;0;36;0;M;0;0;M;693;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Stranach Sendemast / Radio mast ;N;;46.9033333333333;14.5525;879;0;46;0;M;0;0;M;694;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Strassburg Sendemast / Radio mast ;N;;46.8911111111111;14.3283333333333;759;0;40;0;M;0;0;M;695;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Strassburg Sendemast / Radio mast ;N;;46.8869444444444;14.3297222222222;861;0;36;0;M;0;0;M;696;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Taggenbrunn Sendemast / Radio mast ;N;;46.7713888888889;14.3908333333333;672;0;32;0;M;0;0;M;697;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Windmessmast Lamerhöhe Stahlrohrmast mit ;N;;46.9391666666667;14.1666666666667;1597;0;60;0;M;0;0;M;698;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Windpark Kuchalm Windkraftanlage / ;N;;47.0338888888889;14.1911111111111;1891;0;127;0;M;0;0;M;699;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Windpark Kuchalm Windkraftanlage / ;N;;47.0338888888889;14.1952777777778;1845;0;127;0;M;0;0;M;700;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Windpark Kuchalm Windkraftanlage / ;N;;47.0322222222222;14.2011111111111;1805;0;127;0;M;0;0;M;701;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Windpark Kuchalm Windkraftanlage / ;N;;47.0336111111111;14.2066666666667;1707;0;146;0;M;0;0;M;702;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Windpark Kuchalm Windkraftanlage / ;N;;47.0263888888889;14.2158333333333;1658;0;127;0;M;0;0;M;703;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Windpark Kuchalm Windkraftanlage / ;N;;47.0255555555556;14.2211111111111;1623;0;146;0;M;0;0;M;704;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Windpark Kuchalm Windkraftanlage / ;N;;47.0227777777778;14.2247222222222;1646;0;127;0;M;0;0;M;705;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Windpark Kuchalm Windkraftanlage / ;N;;47.0236111111111;14.2305555555556;1658;0;127;0;M;0;0;M;706;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Zammelsberg Sendemast / Radio mast ;N;;46.8322222222222;14.1636111111111;1217;0;48;0;M;0;0;M;707;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Zammelsberg Sendemast / Radio mast ;N;;46.8333333333333;14.1641666666667;1206;0;36;0;M;0;0;M;708;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 07 000 0602 Metnitz Sendemast / Radio mast ;N;;46.9833333333333;14.1875;986;0;36;0;M;0;0;M;709;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 07 000 1511 Brückl Sendemast / Radio mast ;N;;46.7352777777778;14.5102777777778;986;0;42;0;M;0;0;M;710;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 07 000 3518 Gurk Sendemast / Radio mast ;N;;46.865;14.2886111111111;916;0;36;0;M;0;0;M;711;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 110 KV-Leitung Gurk - Treibach, M21 - Hochspannungsleitung / ;N;;46.8666666666667;14.3630555555556;77;0;0;0;m;0;0;m;712;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; 110 KV-Leitung Gurk - Treibach, M21 - Hochspannungsleitung / ;N;;46.8569444444444;14.4141666666667;77;0;0;0;m;0;0;m;713;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; 110 KV-Leitung Wietersdorf Hochspannungsleitung / ;N;;46.84;14.5297222222222;36;0;0;0;m;0;0;m;714;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; 110 KV-Leitung Wietersdorf Hochspannungsleitung / ;N;;46.8413888888889;14.5338888888889;56;0;0;0;m;0;0;m;715;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; 110 KV-Leitung Wietersdorf Hochspannungsleitung / ;N;;46.8416666666667;14.5383333333333;56;0;0;0;m;0;0;m;716;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; 20 kV Leitung Schaltstation Großhammer Hochspannungsleitung / ;N;;46.8358333333333;14.3636111111111;776;0;80;0;M;0;0;M;717;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 20 kV Leitung Schaltstation Großhammer Hochspannungsleitung / ;N;;46.8363888888889;14.3591666666667;647;0;80;0;M;0;0;M;718;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 2519A Hinterberg Sendemast / Radio mast ;N;;46.9958333333333;14.5452777777778;1355;0;30;0;M;0;0;M;719;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 2525A Maria Feicht Sendemast / Radio mast ;N;;46.7144444444444;14.2219444444444;656;0;33;0;M;0;0;M;720;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 2800 Feistritz Sendemast / Radio mast ;N;;46.9411111111111;14.2716666666667;1219;0;48;0;M;0;0;M;721;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 2802 A Hollersberg bei Guttaring Sendemast / Radio mast ;N;;46.8808333333333;14.5152777777778;830;0;40;0;M;0;0;M;722;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 2891 C Straßburg Sendemast / Radio mast ;N;;46.8880555555556;14.3305555555556;826;0;36;0;M;0;0;M;723;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 6679 A St. Salvator Sendemast / Radio mast ;N;;46.9633333333333;14.3483333333333;945;0;40;0;M;0;0;M;724;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Ankogelbahn Teilstrecke I Seilbahn / Cableway ;N;;47.0136111111111;13.1866666666667;1308;0;120;0;M;0;0;M;725;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Ankogelbahn Teilstrecke I Seilbahn / Cableway ;N;;47.0280555555556;13.1941666666667;1948;0;120;0;M;0;0;M;726;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Ankogelbahn Teilstrecke I Seilbahn / Cableway ;N;;47.0280555555556;13.1944444444444;1948;0;50;0;M;0;0;M;727;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Ankogelbahn Teilstrecke I Seilbahn / Cableway ;N;;47.0427777777778;13.1988888888889;2639;0;120;0;M;0;0;M;728;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Bad Kleinkirchheim Sendemast / Radio mast ;N;;46.8152777777778;13.7680555555556;1207;0;42;0;M;0;0;M;729;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Bad Kleinkirchheim Sendemast / Radio mast ;N;;46.8455555555556;13.7663888888889;34;0;42;0;M;0;0;M;730;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Bad Kleinkirchheim Sendemast / Radio mast ;N;;46.8563888888889;13.7497222222222;34;0;42;0;M;0;0;M;731;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Dellach Sendemast / Radio mast ;N;;46.7436111111111;13.0677777777778;842;0;39;0;M;0;0;M;732;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Döbriach bei Radenthein Materialseilbahn / ;N;;46.7869444444444;13.6675;93;0;0;0;m;0;0;m;733;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Döbriach bei Radenthein Materialseilbahn / ;N;;46.7758333333333;13.6630555555556;93;0;0;0;m;0;0;m;734;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Dössen - 640405C Sendemast / Radio mast ;N;;46.9775;13.1913888888889;1491;0;34;0;M;0;0;M;735;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Duisburger Hütte Materialseilbahn / ;N;;47.0172222222222;13.0172222222222;65;0;0;0;m;0;0;m;736;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Duisburger Hütte Materialseilbahn / ;N;;47.0244444444444;13.0116666666667;65;0;0;0;m;0;0;m;737;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Fraganter Hütte - Großfragant Materialseilbahn / ;N;;46.9619444444444;13.0552777777778;65;0;0;0;m;0;0;m;738;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Fraganter Hütte - Großfragant Materialseilbahn / ;N;;46.9508333333333;13.0280555555556;65;0;0;0;m;0;0;m;739;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Gailberg Sattel Hochspannungsleitung / ;N;;46.7155555555556;12.9694444444444;70;0;0;0;m;0;0;m;740;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Gailberg Sattel Hochspannungsleitung / ;N;;46.7358333333333;12.9669444444444;70;0;0;0;m;0;0;m;741;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Gmünd Sendemast / Radio mast ;N;;46.9113888888889;13.5355555555556;904;0;39;0;M;0;0;M;742;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Goldeck bei Spittal an der Drau Seilbahn / Cableway ;N;;46.7905555555556;13.4841666666667;140;0;80;0;M;0;0;M;743;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Goldeck bei Spittal an der Drau Seilbahn / Cableway ;N;;46.7675;13.4722222222222;140;0;80;0;M;0;0;M;744;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Goldeck bei Spittal an der Drau Seilbahn / Cableway ;N;;46.7605555555556;13.4611111111111;140;0;80;0;M;0;0;M;745;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Goldeck bei Spittal an der Drau Seilbahn / Cableway ;N;;46.7586111111111;13.4583333333333;2212;0;80;0;M;0;0;M;746;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Göriach Materialseilbahn / ;N;;46.855;13.3813888888889;200;0;0;0;m;0;0;m;747;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Göriach Materialseilbahn / ;N;;46.8716666666667;13.3813888888889;200;0;0;0;m;0;0;m;748;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Gössnitzalmen Materialseilbahn / ;N;;47.0463888888889;12.8188888888889;150;0;0;0;m;0;0;m;749;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Gössnitzalmen Materialseilbahn / ;N;;47.0277777777778;12.7877777777778;150;0;0;0;m;0;0;m;750;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Grundgraben Materialseilbahn / ;N;;46.7269444444444;13.345;200;0;0;0;m;0;0;m;751;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Grundgraben Materialseilbahn / ;N;;46.7366666666667;13.3572222222222;200;0;0;0;m;0;0;m;752;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Grundgraben Materialseilbahn / ;N;;46.7311111111111;13.3505555555556;200;0;0;0;m;0;0;m;753;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Grundgraben Materialseilbahn / ;N;;46.7355555555556;13.3561111111111;200;0;0;0;m;0;0;m;754;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Hühnersberg Sendemast / Radio mast ;N;;46.8475;13.445;1100;0;36;0;M;0;0;M;755;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; K 156 Simmerlach Sendemast / Radio mast ;N;;46.7319444444444;13.0236111111111;791;0;36;0;M;0;0;M;756;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; K 235 Vorderkrems Sendemast / Radio mast ;N;;46.9638888888889;13.6658333333333;1363;0;35;0;M;0;0;M;757;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; KASP 9009 Christebauer Sendemast / Radio mast ;N;;46.9083333333333;13.5691666666667;1288;0;38;0;M;0;0;M;758;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Kremsbrücke Sendemast / Radio mast ;N;;46.9652777777778;13.6216666666667;1088;0;34;0;M;0;0;M;759;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; K509 Innerfragant Sendemast / Radio mast ;N;;46.9661111111111;13.0519444444444;1213;0;38;0;M;0;0;M;760;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Lamprecht Materialseilbahn / ;N;;46.9666666666667;12.8930555555556;34;0;0;0;m;0;0;m;761;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Lamprecht Materialseilbahn / ;N;;46.9663888888889;12.8883333333333;34;0;0;0;m;0;0;m;762;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Latzendorf - Güßnigberg Materialseilbahn / ;N;;46.8827777777778;13.0202777777778;120;0;0;0;m;0;0;m;763;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Latzendorf - Güßnigberg Materialseilbahn / ;N;;46.8938888888889;13.005;120;0;0;0;m;0;0;m;764;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Luftwarnseil der Ankogelbahn Teilstrecke Seilbahn / Cableway ;N;;47.0125;13.185;1306;0;130;0;M;0;0;M;765;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Luftwarnseil der Ankogelbahn Teilstrecke Seilbahn / Cableway ;N;;47.0230555555556;13.19;1701;0;130;0;M;0;0;M;766;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Luftwarnseil der Ankogelbahn Teilstrecke Seilbahn / Cableway ;N;;47.0377777777778;13.2030555555556;41;0;130;0;M;0;0;M;767;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Luftwarnseil der Ankogelbahn Teilstrecke Seilbahn / Cableway ;N;;47.0366666666667;13.1947222222222;26;0;130;0;M;0;0;M;768;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Luftwarnseil der Ankogelbahn Teilstrecke Seilbahn / Cableway ;N;;47.0411111111111;13.195;20;0;130;0;M;0;0;M;769;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Luftwarnseil der Ankogelbahn Teilstrecke Seilbahn / Cableway ;N;;47.0438888888889;13.1969444444444;33;0;130;0;M;0;0;M;770;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Luftwarnseil der Ankogelbahn Teilstrecke Seilbahn / Cableway ;N;;47.0425;13.1963888888889;28;0;130;0;M;0;0;M;771;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Luftwarnseil der Ankogelbahn Teilstrecke Seilbahn / Cableway ;N;;47.0438888888889;13.1997222222222;66;0;130;0;M;0;0;M;772;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Luftwarnseil der Ankogelbahn Teilstrecke Seilbahn / Cableway ;N;;47.0377777777778;13.2030555555556;66;0;130;0;M;0;0;M;773;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Malta - Kolbnitz Hochspannungsleitung / ;N;;46.8966666666667;13.5116666666667;105;0;0;0;m;0;0;m;774;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Malta - Kolbnitz Hochspannungsleitung / ;N;;46.8925;13.5072222222222;105;0;0;0;m;0;0;m;775;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Malta - Kolbnitz, Teilabschnitt Malta Hochspannungsleitung / ;N;;46.9938888888889;13.4525;70;0;0;0;m;0;0;m;776;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Malta - Kolbnitz, Teilabschnitt Malta Hochspannungsleitung / ;N;;46.9922222222222;13.4575;70;0;0;0;m;0;0;m;777;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Mörtschach/Rettenbach Sendemast / Radio mast ;N;;46.9002777777778;12.8855555555556;1506;0;44;0;M;0;0;M;778;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Pöllatal bei Rennweg Materialseilbahn / ;N;;47.0508333333333;13.5452777777778;100;0;0;0;m;0;0;m;779;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Pöllatal bei Rennweg Materialseilbahn / ;N;;47.0563888888889;13.5463888888889;100;0;0;0;m;0;0;m;780;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Pöllatal bei Rennweg Materialseilbahn / ;N;;47.0488888888889;13.5347222222222;100;0;0;0;m;0;0;m;781;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Pöllatal bei Rennweg Materialseilbahn / ;N;;47.0647222222222;13.5358333333333;100;0;0;0;m;0;0;m;782;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Pöllatal bei Rennweg Materialseilbahn / ;N;;47.0558333333333;13.5213888888889;100;0;0;0;m;0;0;m;783;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Pöllatal bei Rennweg Materialseilbahn / ;N;;47.065;13.5213888888889;100;0;0;0;m;0;0;m;784;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Reißeck - Lienz, Mast Nr. 17-18 Hochspannungsleitung / ;N;;46.8466666666667;13.3541666666667;584;0;75;0;M;0;0;M;785;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Reißeck - Lienz, Mast Nr. 17-18 Hochspannungsleitung / ;N;;46.8441666666667;13.3527777777778;769;0;75;0;M;0;0;M;786;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Reißeck - Lienz, Mast Nr. 17-18 Hochspannungsleitung / ;N;;46.8394444444444;13.3502777777778;903;0;33;0;M;0;0;M;787;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Reißeck - Lienz, Mast Nr. 17-18 Hochspannungsleitung / ;N;;46.8363888888889;13.3486111111111;870;0;45;0;M;0;0;M;788;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Reißeck - Lienz, Mast Nr. 17-18 Hochspannungsleitung / ;N;;46.8333333333333;13.3472222222222;906;0;50;0;M;0;0;M;789;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Reißeck - Lienz, Mast Nr. 17-18 Hochspannungsleitung / ;N;;46.8311111111111;13.3458333333333;613;0;75;0;M;0;0;M;790;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Retschnitzalpe bei Heiligenblut Materialseilbahn / ;N;;47.0288888888889;12.8597222222222;240;0;0;0;m;0;0;m;791;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Retschnitzalpe bei Heiligenblut Materialseilbahn / ;N;;47.0255555555556;12.8236111111111;240;0;0;0;m;0;0;m;792;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Seebachtal Materialseilbahn / ;N;;47.0222222222222;13.2388888888889;90;0;0;0;m;0;0;m;793;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Seebachtal Materialseilbahn / ;N;;47.0161111111111;13.24;90;0;0;0;m;0;0;m;794;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Seeboden Sendemast / Radio mast ;N;;46.8127777777778;13.5047222222222;697;0;40;0;M;0;0;M;795;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Stall im Mölltal Materialseilbahn / ;N;;46.885;13.0388888888889;120;0;0;0;m;0;0;m;796;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Stall im Mölltal Materialseilbahn / ;N;;46.88;13.0422222222222;120;0;0;0;m;0;0;m;797;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Tresdorf Rangersdorf Sendemast / Radio mast ;N;;46.8672222222222;12.9672222222222;999;0;31;0;M;0;0;M;798;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Tresdorf Rangersdorf Sendemast / Radio mast ;N;;46.8763888888889;12.9888888888889;130;0;31;0;M;0;0;M;799;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Tresdorf Rangersdorf Sendemast / Radio mast ;N;;46.8833333333333;12.9675;130;0;31;0;M;0;0;M;800;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; Wangenitzseehütte Materialseilbahn / ;N;;46.9155555555556;12.7752777777778;160;0;0;0;m;0;0;m;801;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; Wangenitzseehütte Materialseilbahn / ;N;;46.9305555555556;12.7994444444444;160;0;0;0;m;0;0;m;802;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; 0,4 kV Leitung Tr.St. Tresdorf Hochspannungsleitung / ;N;;46.8747222222222;12.9661111111111;1289;0;50;0;M;0;0;M;803;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 0,4 kV Leitung Tr.St. Tresdorf Hochspannungsleitung / ;N;;46.875;12.9686111111111;1254;0;50;0;M;0;0;M;804;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 06 000 0127 Naggl Sendemast / Radio mast ;N;;46.6991666666667;13.3052777777778;1315;0;35;0;M;0;0;M;805;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 110 kV Leitung Mallnitz - Obervellach Hochspannungsleitung / ;N;;46.9466666666667;13.1813888888889;50;0;0;0;m;0;0;m;806;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; 110 kV Leitung Mallnitz - Obervellach Hochspannungsleitung / ;N;;46.945;13.1788888888889;60;0;0;0;m;0;0;m;807;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; 110 kV Leitung Mallnitz - Obervellach Hochspannungsleitung / ;N;;46.9430555555556;13.1797222222222;60;0;0;0;m;0;0;m;808;;0;0;;;;;AUSTRIA AIP ENR 5.4;Y;N
TOWER; 20 kV Leitung KW Fleißbach Hochspannungsleitung / ;N;;47.0525;12.7894444444444;1697;0;70;0;M;0;0;M;809;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 20 kV Leitung KW Fleißbach Hochspannungsleitung / ;N;;47.0530555555556;12.7916666666667;1644;0;70;0;M;0;0;M;810;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 20 kV Leitung KW Fleißbach2 Hochspannungsleitung / ;N;;47.0336111111111;12.8683333333333;1464;0;35;0;M;0;0;M;811;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 20 kV Leitung KW Fleißbach2 Hochspannungsleitung / ;N;;47.0344444444444;12.8666666666667;1413;0;35;0;M;0;0;M;812;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 20 kV Leitung SSt. Margaritze Grohag Hochspannungsleitung / ;N;;47.0708333333333;12.765;2079;0;70;0;M;0;0;M;813;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 20 kV Leitung SSt. Margaritze Grohag Hochspannungsleitung / ;N;;47.0719444444444;12.76;2310;0;70;0;M;0;0;M;814;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 20 kV Leitung Tr.St. Alter Pocher - SSt. Hochspannungsleitung / ;N;;47.0480555555556;12.9141666666667;1961;0;40;0;M;0;0;M;815;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
TOWER; 20 kV Leitung Tr.St. Alter Pocher - SSt. Hochspannungsleitung / ;N;;47.0511111111111;12.9166666666667;2189;0;40;0;M;0;0;M;816;;0;0;;;;;AUSTRIA AIP ENR 5.4;N;N
